"subject" "activityname" "featJerk" "featMag" "featDomain" "featinstrument" "featvariable" "featacceleration" "axis" "value"
21 "WALKING" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.375663115269231
22 "WALKING" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.582767081282609
23 "WALKING" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.476821625183051
24 "WALKING" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.435092255775862
25 "WALKING" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.635853621190541
26 "WALKING" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.687332909322034
27 "WALKING" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.714592988017544
28 "WALKING" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.548606481833333
29 "WALKING" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.942327246037736
30 "WALKING" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.393847542826154
1 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.4263784973
2 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.942200357446809
3 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.358336200163265
4 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.588901806777778
5 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.719289655106383
6 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.721085079166667
7 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.63247376212766
8 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.717497610789474
9 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.670137797619048
10 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.656844811052632
11 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.547497791295652
12 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.654479879565217
13 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.977114172765957
14 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.363325677511111
15 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.464624076904762
16 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.60009496106383
17 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.855019899565217
18 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.826932877454545
19 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.544951037515385
20 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.611291595755556
21 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.143071103022222
22 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.578527398611111
23 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.52404571362037
24 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.621943180727273
25 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.589422640624138
26 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.571479159204
27 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.582095661568182
28 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.601164326086957
29 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.8564063834375
30 "WALKING_DOWNSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.424472938075806
1 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.533172577950943
2 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.586360345458333
3 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.557385240067797
4 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.769891092115385
5 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.940324744255319
6 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.716840314509804
7 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.761457687254902
8 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.561380365487317
9 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.656228780816327
10 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.551726888510638
11 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.523350748175
12 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.643496675576923
13 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.865185502
14 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.327935787973333
15 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.534097211333333
16 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.620808643137255
17 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.852209270833333
18 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.938661619310345
19 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.624149593325
20 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.884001910392157
21 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.0945370017021277
22 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.61710479
23 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.61173648154902
24 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.572591276728814
25 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.794987472923077
26 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.552586377236364
27 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.60264769372549
28 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.565103638098039
29 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.600127837142857
30 "WALKING_UPSTAIRS" "NA" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.446744525864615
1 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.7234514574
2 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.610894309589583
3 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.762773622741935
4 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.716098371481481
5 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.828831785
6 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.859845549298246
7 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.797197736153846
8 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.853404982592593
9 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.702898102
10 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.725491707413793
11 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.533206803327719
12 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.990090959333333
13 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.675322979677419
14 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.685049754960784
15 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.799813142083333
16 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.764207246285714
17 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.847547224507042
18 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.775836626769231
19 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.658936552578313
20 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.851255550882353
21 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.800323554666667
22 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.872611699722222
23 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.819397351666667
24 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.885899914861111
25 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.802208311643836
26 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.866476036973684
27 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.856209045945946
28 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.837183431625
29 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.985990647826087
30 "LAYING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.700139313285714
1 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.762485429574468
2 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.439376099452391
3 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.769316413269231
4 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.7721555148
5 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.824054312272727
6 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.872925080909091
7 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.746182689583333
8 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.702470975652174
9 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.8231377448
10 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.657918472592593
11 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.661570057301887
12 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.903361690196078
13 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.802908989795918
14 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.696413191259259
15 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.806177105084746
16 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.589787580246377
17 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.82108366890625
18 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.801466979473684
19 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.802467530958904
20 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.733938099848485
21 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.909578634388
22 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.835572551935484
23 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.685618192352941
24 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.755731938382353
25 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.760468853384615
26 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.861394707179487
27 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.526534848142857
28 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.678121164805556
29 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.739837449651
30 "SITTING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.708725155806452
1 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.482870478113208
2 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.566834838794444
3 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.794332910655738
4 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.736679675892857
5 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.779110881785714
6 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.839826905263158
7 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.805966981320755
8 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.706172139333333
9 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.893787267111111
10 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.917181290227273
11 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.607665750787234
12 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.730525336065574
13 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.827750370526316
14 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.932840403833333
15 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.687834171132075
16 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.811372931025641
17 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.631224196538462
18 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.726164093835616
19 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.80937786890411
20 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.779561881506849
21 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.592711035449438
22 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.897285066190476
23 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.918085284705882
24 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.754775183043478
25 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.87490146
26 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.78677097945946
27 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.7395499197625
28 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.707249928734177
29 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.652367089938461
30 "STANDING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.714649839491525
1 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.80667334
2 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.98460208559322
3 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.756669016206897
4 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.65633362315
5 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.758282833214286
6 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.841130261052632
7 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.766366718947368
8 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.676095781666667
9 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.724025902307692
10 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.828454873584906
11 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.71148652820339
12 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.8296973562
13 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.896847385438597
14 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.695352759711864
15 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.516858974
16 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.885389567254902
17 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.762309217704918
18 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.697373791964286
19 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.836077957307692
20 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.760887766470588
21 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.693449756923077
22 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.840344535
23 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.720869083272881
24 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.831572210344828
25 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.811792238378378
26 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.809502319152542
27 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.792505694035088
28 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.686603649444444
29 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.980271632264151
30 "WALKING" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.511814873009231
1 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.824054055102041
2 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.983170358510638
3 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.549058156734694
4 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.6395215936
5 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.828355984893617
6 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.802518327916667
7 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.731963643829787
8 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.779759912631579
9 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.879331771666667
10 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.824233782894737
11 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.790546282608696
12 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.710441800652174
13 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.989777767446809
14 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.449397564844444
15 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.60482325952381
16 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.888057987446809
17 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.871893537826087
18 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.856304543818182
19 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.64558617974359
20 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.717390784222222
21 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.666040870444444
22 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.700448761666667
23 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.703531409074074
24 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.761209295272727
25 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.761519497241379
26 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.62189759864
27 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.681679645
28 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.781960894347826
29 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.896973273541667
30 "WALKING_DOWNSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.561643898145161
1 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.647107358188679
2 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.746099530625
3 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.652849961525424
4 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.801919807692308
5 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.980085687234043
6 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.818335012352941
7 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.855057890980392
8 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.552414933536585
9 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.873086595918367
10 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.712335533829787
11 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.72355262
12 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.728593652692308
13 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.921042435272727
14 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.5144650923
15 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.74727027
16 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.803892134509804
17 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.897161734166667
18 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.976476203793103
19 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.70350241625
20 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.93449457
21 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.601833216446809
22 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.679068231119048
23 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.752533502745098
24 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.693857366440678
25 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.880234258
26 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.578857369558182
27 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.722425946078431
28 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.760744275686275
29 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.662306573469388
30 "WALKING_UPSTAIRS" "Jerk" "NA" "Time" "Accelerometer" "SD" "Body" "Z" -0.712127955538462
1 "LAYING" "NA" "NA" "Frequence" "Gyroscope" "Mean" "Body" "Z" -0.30487078147
2 "LAYING" "NA" "NA" "Frequence" "Gyroscope" "Mean" "Body" "Z" -0.320170032163542
3 "LAYING" "NA" "NA" "Frequence" "Gyroscope" "Mean" "Body" "Z" -0.321391784379032
